,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.868 [0.858 - 0.877],0.784 [0.780 - 0.787],0.783 [0.761 - 0.808],0.784 [0.780 - 0.787],0.079 [0.075 - 0.084],0.568 [0.546 - 0.592],0.144 [0.136 - 0.152]
Demographic,0.794 [0.782 - 0.805],0.722 [0.718 - 0.726],0.722 [0.696 - 0.747],0.722 [0.718 - 0.726],0.058 [0.054 - 0.062],0.444 [0.419 - 0.470],0.108 [0.101 - 0.114]
Protein+Demographic,0.872 [0.863 - 0.881],0.792 [0.789 - 0.796],0.791 [0.768 - 0.813],0.792 [0.789 - 0.796],0.083 [0.078 - 0.088],0.583 [0.560 - 0.605],0.150 [0.142 - 0.159]
